Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
1373367876,2,5851.9989,907.0598295,15.5,8388608,1923784.8,0,0.6,29.26666667,34.8
1373368176,2,5851.9989,645.6705453,11.03333333,8388608,1370137.6,0,0.666666667,15.26666667,34.4
1373368476,2,5851.9989,713.9438658,12.2,8388608,1029000.8,0,0.666666667,11.73333333,27.73333333
1373368776,2,5851.9989,630.0652149,10.76666667,8388608,1112886.933,0,0.6,12.13333333,28.33333333
1373369076,2,5851.9989,690.5358702,11.8,8388608,1118479.467,0,0.733333333,12.66666667,31.8
1373369376,2,5851.9989,674.9305398,11.53333333,8388608,1084924.8,0,0.866666667,10.53333333,25.8
1373369676,2,5851.9989,663.226542,11.33333333,8388608,1196772,0,0.733333333,14.26666667,34.33333333
1373369976,2,5851.9989,698.3385354,11.93333333,8388608,1006630.933,0,0.733333333,10.6,25.8
1373370276,2,5851.9989,614.4598845,10.5,8388608,1140849.067,0,0.6,13,32.73333333
1373370576,2,5851.9989,721.746531,12.33333333,8388608,945114.1333,0,0.733333333,11.66666667,27.4
1373370876,2,5851.9989,632.0158812,10.8,8388608,1073739.467,0,1.266666667,12.2,29
1373371176,2,5851.9989,772.4638548,13.2,8388608,1079332.533,0,0.866666667,25.66666667,57.93333333
1373371476,2,5851.9989,655.4238768,11.2,8388608,961892.2667,0,1.266666667,10.33333333,25.73333333
1373371776,2,5851.9989,669.0785409,11.43333333,8388608,984260.5333,0.066666667,1.6,14.13333333,34.4
1373372076,2,5851.9989,694.4372028,11.86666667,8388608,1135256.8,0,0.666666667,10.46666667,25.73333333
1373372376,2,5851.9989,844.6385079,14.43333333,8388608,1096109.6,0,92.66666667,129.1333333,177.9333333
1373372676,2,5851.9989,1730.241008,29.56666667,8388608,2041226.4,0,121.4666667,241.2,262.0666667
1373372976,2,5851.9989,801.7238493,13.7,8388608,1386913.867,0.066666667,1.333333333,14.6,30.53333333
1373373276,2,5851.9989,766.6118559,13.1,8388608,1247104,0,0.666666667,13,29.2
1373373576,2,5851.9989,751.0065255,12.83333333,8388608,1084925.333,0,0.733333333,15.4,35.93333333
1373373876,2,5851.9989,1016.297142,17.36666667,8388608,1112886.4,0,47.13333333,73.53333333,108.9333333
1373374176,2,5851.9989,1521.519714,26,8388608,1750421.067,0,2.666666667,157.6,186.7333333
1373374476,2,5851.9989,1556.631707,26.6,8388608,1783975.467,0,49.2,144,214.8
1373374776,2,5851.9989,1265.982429,21.63333333,8388608,2236960.533,0,1.4,83.73333333,104.7333333
1373375076,2,5851.9989,1107.978458,18.93333333,8388608,1431653.333,0,0.6,53.13333333,55.73333333
1373375376,2,5851.9989,1024.099807,17.5,8388608,1543501.6,0,0.666666667,16.06666667,35.4
1373375676,2,5851.9989,887.5531665,15.16666667,8388608,1526724,0,0.6,16,36.26666667
1373375976,2,5851.9989,883.6518339,15.1,8388608,1375729.6,0,0.733333333,16.4,35.4
1373376276,2,5851.9989,875.8491687,14.96666667,8388608,1247104.267,0,0.666666667,14.66666667,32.06666667
1373376577,2,5851.9989,1574.187704,26.9,8388608,1314213.067,0,186.3333333,278.5333333,354.9333333
1373376877,2,5851.9989,1923.356972,32.86666667,8388608,2041226.133,0,261.6666667,400.1333333,461.6666667
1373377177,2,5851.9989,1548.829042,26.46666667,8388608,2348808,0,48.6,153.8,145
1373377477,2,5851.9989,1145.041118,19.56666667,8388608,1711272.8,0,0.733333333,16.8,32.73333333
1373377777,2,5851.9989,1246.475766,21.3,8388608,1577056,0,1.466666667,25.33333333,55.93333333
1373378077,2,5851.9989,1441.542396,24.63333333,8388608,2013264,0,1.533333333,43,68.66666667
1373378377,2,5851.9989,1383.022407,23.63333333,8388608,1560278.4,0,0.733333333,108.6,66.66666667
1373378677,2,5851.9989,1211.363772,20.7,8388608,1493170.4,0.066666667,2,34.73333333,45.26666667
1373378977,2,5851.9989,942.1718229,16.1,8388608,1342175.2,0,0.666666667,15.8,35
1373379277,2,5851.9989,940.2211566,16.06666667,8388608,1308621.6,0,0.666666667,15.86666667,35.13333333
1373379577,2,5851.9989,909.0104958,15.53333333,8388608,1207956.8,0,0.666666667,15.66666667,35.4
1373379877,2,5851.9989,1008.494477,17.23333333,8388608,1196773.333,0,0.6,17.86666667,40.4
1373380177,2,5851.9989,1146.991784,19.6,8388608,1711273.6,0,0.6,48.6,48.26666667
1373380477,2,5851.9989,1291.341091,22.06666667,8388608,1577056,0,0.733333333,51.26666667,89.53333333
1373380777,2,5851.9989,2135.979599,36.5,8388608,2197813.6,0,520.4666667,676.6666667,716.5333333
1373381077,2,5851.9989,1546.878376,26.43333333,8388608,2533358.4,0,0.8,84.8,64.2
1373381377,2,5851.9989,1020.198475,17.43333333,8388608,1912600,0,0.8,19.86666667,38.6
1373381677,2,5851.9989,1010.445143,17.26666667,8388608,1509947.2,0.066666667,1.533333333,17.2,39.66666667
1373381977,2,5851.9989,948.0238218,16.2,8388608,1342175.2,0,0.6,14.73333333,32.86666667
1373382277,2,5851.9989,1092.373128,18.66666667,8388608,1409284,0,0.8,17.8,44.13333333
1373382577,2,5851.9989,912.9118284,15.6,8388608,1426060.8,0,0.533333333,14.66666667,32.8
1373382877,2,5851.9989,916.813161,15.66666667,8388608,1342175.2,0.066666667,1.333333333,14.8,32.93333333
1373383177,2,5851.9989,852.4411731,14.56666667,8388608,1241511.2,0,0.733333333,14.2,31.8
1373383477,2,5851.9989,844.6385079,14.43333333,8388608,1610610.4,0,0.666666667,15.66666667,34.4
1373383777,2,5851.9989,873.8985024,14.93333333,8388608,1543501.6,0,0.666666667,15.26666667,36.26666667
1373384077,2,5851.9989,903.1584969,15.43333333,8388608,1325398.4,0,0.733333333,15.73333333,34.6
1373384377,2,5851.9989,1226.969103,20.96666667,8388608,1056962.4,0,141,178.6,222.5333333
1373384677,2,5851.9989,1262.081096,21.56666667,8388608,1711274.4,0,1.933333333,48.53333333,47.93333333
1373384977,2,5851.9989,866.0958372,14.8,8388608,1263881.333,0,0.733333333,15.86666667,35.26666667
1373385277,2,5851.9989,871.9478361,14.9,8388608,1157625.867,0,0.866666667,15.13333333,35.86666667
1373385577,2,5851.9989,905.1091632,15.46666667,8388608,1532316,0.066666667,2.133333333,16.06666667,34.8
1373385877,2,5851.9989,907.0598295,15.5,8388608,1420468.8,0,0.933333333,14.6,32.73333333
1373386177,2,5851.9989,912.9118284,15.6,8388608,1319805.6,0,0.6,14.13333333,31.8
1373386477,2,5851.9989,883.6518339,15.1,8388608,1168809.867,0,0.6,14.13333333,31.6
1373386777,2,5851.9989,825.1318449,14.1,8388608,1062556,0,0.666666667,13.6,30.93333333
1373387077,2,5851.9989,807.5758482,13.8,8388608,1347767.733,0,0.6,15.2,33.46666667
1373387377,2,5851.9989,836.8358427,14.3,8388608,1219142.4,0,0.666666667,15.13333333,36.2
1373387677,2,5851.9989,887.5531665,15.16666667,8388608,1207957.6,0,0.6,15.2,33.33333333
1373387977,2,5851.9989,893.4051654,15.26666667,8388608,1107293.867,0,0.666666667,13.6,30.73333333
1373388277,2,5851.9989,862.1945046,14.73333333,8388608,1163218.133,0,13.26666667,13.66666667,30.8
1373388577,2,5851.9989,825.1318449,14.1,8388608,1252696.267,0,0.866666667,13.6,30.8
1373388877,2,5851.9989,905.1091632,15.46666667,8388608,1353360,0,0.733333333,18.73333333,43.73333333
1373389178,2,5851.9989,920.7144936,15.73333333,8388608,1381321.6,0,0.733333333,14.13333333,31.66666667
1373389478,2,5851.9989,873.8985024,14.93333333,8388608,1509947.2,0,1.4,13.53333333,30.86666667
1373389778,2,5851.9989,846.5891742,14.46666667,8388608,1420469.6,0,0.666666667,13.66666667,30.86666667
1373390078,2,5851.9989,778.3158537,13.3,8388608,1342175.2,0,0.733333333,14.33333333,31.8
1373390378,2,5851.9989,815.3785134,13.93333333,8388608,1336582.4,0,0.666666667,14.46666667,35.93333333
1373390678,2,5851.9989,864.1451709,14.76666667,8388608,1347767.733,0.066666667,1.333333333,13.8,31.46666667
1373390978,2,5851.9989,846.5891742,14.46666667,8388608,1358952,0,0.666666667,12.6,29.53333333
1373391278,2,5851.9989,801.7238493,13.7,8388608,1336582.4,0,0.733333333,12.53333333,29.6
1373391578,2,5851.9989,1470.80239,25.13333333,8388608,1644164.8,0,177.8666667,263.8,330.8
1373391878,2,5851.9989,1423.986399,24.33333333,8388608,2248145.067,0,59.66666667,119.9333333,114.8666667
1373392178,2,5851.9989,883.6518339,15.1,8388608,1700088.533,0,0.733333333,15.26666667,31.8
1373392478,2,5851.9989,784.1678526,13.4,8388608,1101702.4,0.066666667,1.466666667,12.66666667,28.93333333
1373392778,2,5851.9989,688.5852039,11.76666667,8388608,911559.7333,0,0.666666667,14.2,33.13333333
1373393078,2,5851.9989,751.0065255,12.83333333,8388608,1291843.2,0,0.933333333,13.33333333,31.4
1373393378,2,5851.9989,715.8945321,12.23333333,8388608,1258288,0,0.733333333,10.8,26.6
1373393678,2,5851.9989,669.0785409,11.43333333,8388608,1286251.2,0,0.666666667,13.8,34.33333333
1373393978,2,5851.9989,1109.929125,18.96666667,8388608,1269473.867,0,118.6666667,160.2,221.9333333
1373394278,2,5851.9989,1490.309053,25.46666667,8388608,2175444,0,118.7333333,214.4666667,203.4
1373394578,2,5851.9989,749.0558592,12.8,8388608,1554686.667,0,0.666666667,13.13333333,29.2
1373394878,2,5851.9989,657.3745431,11.23333333,8388608,1084924.267,0,0.733333333,13.2,32.4
1373395178,2,5851.9989,733.4505288,12.53333333,8388608,989853.3333,0,0.6,12.26666667,29.93333333
1373395478,2,5851.9989,684.6838713,11.7,8388608,799711.7333,0,0.6,10.93333333,26.73333333
1373395778,2,5851.9989,686.6345376,11.73333333,8388608,889190.1333,0,1.333333333,14.2,35.2
1373396078,2,5851.9989,729.5491962,12.46666667,8388608,1191180.267,0,0.733333333,11.26666667,27.26666667
1373396378,2,5851.9989,669.0785409,11.43333333,8388608,1006631.733,0,0.666666667,12.13333333,28.06666667
1373396678,2,5851.9989,715.8945321,12.23333333,8388608,961892,0,0.733333333,13.33333333,34.33333333
1373396978,2,5851.9989,713.9438658,12.2,8388608,1001038.933,0,0.533333333,10.93333333,26.66666667
1373397278,2,5851.9989,655.4238768,11.2,8388608,973076.2667,0,1.2,13.06666667,31.6
1373397578,2,5851.9989,723.6971973,12.36666667,8388608,1107294.133,0,0.8,12.46666667,30.93333333
1373397878,2,5851.9989,698.3385354,11.93333333,8388608,1124071.467,0,0.666666667,10.8,26.66666667
1373398178,2,5851.9989,663.226542,11.33333333,8388608,1230327.467,0,0.866666667,13.93333333,34.46666667
1373398478,2,5851.9989,733.4505288,12.53333333,8388608,1056962.4,0,0.933333333,11.6,27.93333333
1373398779,2,5851.9989,671.0292072,11.46666667,8388608,905967.2,0,0.733333333,11.73333333,27.2
1373399079,2,5851.9989,710.0425332,12.13333333,8388608,978668,0,1.6,13.6,35.33333333
1373399379,2,5851.9989,782.2171863,13.36666667,8388608,1459615.733,161.2,22.06666667,10.86666667,27.2
1373399679,2,5851.9989,665.1772083,11.36666667,8388608,1839899.733,0.2,14.26666667,12.86666667,31
1373399979,2,5851.9989,727.5985299,12.43333333,8388608,1392506.133,32.4,4.733333333,12.66666667,31.4
1373400279,2,5851.9989,710.0425332,12.13333333,8388608,1224734.4,0,1.8,10.73333333,26.6
1373400579,2,5851.9989,669.0785409,11.43333333,8388608,1263880.8,0,0.666666667,13.33333333,33.46666667
1373400879,2,5851.9989,737.3518614,12.6,8388608,1140849.067,0,0.666666667,12.13333333,28.93333333
1373401179,2,5851.9989,676.8812061,11.56666667,8388608,1017816,0,1.2,10.8,26.8
1373401479,2,5851.9989,682.733205,11.66666667,8388608,961891.2,0,0.6,14.26666667,35.2
1373401779,2,5851.9989,721.746531,12.33333333,8388608,1017815.733,0,0.733333333,11.26666667,27.33333333
1373402079,2,5851.9989,669.0785409,11.43333333,8388608,1051370.4,0,0.733333333,12.13333333,27.73333333
1373402379,2,5851.9989,710.0425332,12.13333333,8388608,1112885.867,0,0.666666667,13.4,34.6
1373402679,2,5851.9989,704.1905343,12.03333333,8388608,905968.2667,0,0.6,10.93333333,26.73333333
1373402979,2,5851.9989,684.6838713,11.7,8388608,1241512.267,0,1.2,12.6,29.53333333
1373403279,2,5851.9989,704.1905343,12.03333333,8388608,1129664,0,0.8,13,32.8
1373403579,2,5851.9989,696.3878691,11.9,8388608,850043.2,0,0.533333333,10.86666667,26.66666667
1373403879,2,5851.9989,655.4238768,11.2,8388608,1012224,0,0.866666667,14.2,34.93333333
1373404179,2,5851.9989,713.9438658,12.2,8388608,989854.4,0,1.2,11.53333333,27.6
1373404479,2,5851.9989,653.4732105,11.16666667,8388608,827673.6,0,0.666666667,12.4,29.4
1373404780,2,5851.9989,713.9438658,12.2,8388608,838859.2,0,0.733333333,13.06666667,32.93333333
1373405080,2,5851.9989,706.1412006,12.06666667,8388608,917152.2667,0,0.733333333,10.86666667,26.8
1373405380,2,5851.9989,661.2758757,11.3,8388608,805304,0,0.733333333,14.13333333,34.86666667
1373405680,2,5851.9989,717.8451984,12.26666667,8388608,648717.6,0,1.4,11.46666667,27.6
1373405980,2,5851.9989,649.5718779,11.1,8388608,833266.1333,0,0.733333333,12.46666667,29.4
1373406280,2,5851.9989,700.2892017,11.96666667,8388608,838859.2,0,0.733333333,13.06666667,33.13333333
1373406580,2,5851.9989,694.4372028,11.86666667,8388608,782935.7333,0,0.8,10.86666667,26.8
1373406880,2,5851.9989,661.2758757,11.3,8388608,995446.6667,0,0.733333333,14.06666667,34.86666667
1373407180,2,5851.9989,711.9931995,12.16666667,8388608,878005.3333,0,0.666666667,11.46666667,27.6
1373407480,2,5851.9989,647.6212116,11.06666667,8388608,961892,0,0.666666667,12,27.73333333
1373407780,2,5851.9989,713.9438658,12.2,8388608,883598.6667,0,1.4,13.46666667,34.8
1373408080,2,5851.9989,711.9931995,12.16666667,8388608,838859.2,0,0.6,10.86666667,26.8
1373408380,2,5851.9989,645.6705453,11.03333333,8388608,754972.8,0,0.666666667,13.33333333,33.46666667
1373408680,2,5851.9989,725.6478636,12.4,8388608,665494.1333,0,0.6,12.06666667,28.93333333
1373408980,2,5851.9989,659.3252094,11.26666667,8388608,805304,0,0.6,10.93333333,26.66666667
1373409280,2,5851.9989,706.1412006,12.06666667,8388608,1029001.067,0,0.642857143,14.53333333,35.8
1373409580,2,5851.9989,704.1905343,12.03333333,8388608,844450.9333,0,0.666666667,10.8,26.73333333
1373409880,2,5851.9989,641.7692127,10.96666667,8388608,861228.8,0,0.6,13.2,32.73333333
1373410180,2,5851.9989,731.4998625,12.5,8388608,900376,0,1.928571429,12.33333333,29.86666667
1373410480,2,5851.9989,655.4238768,11.2,8388608,1129664.267,0,2.333333333,10.8,26.8
1373410780,2,5851.9989,702.239868,12,8388608,1101701.333,0,1.133333333,14.6,35.66666667
1373411080,2,5851.9989,632.0158812,10.8,8388608,816489.8667,0,1.133333333,10.86666667,26.6
1373411380,2,5851.9989,647.6212116,11.06666667,8388608,838858.9333,0,0.666666667,10.86666667,26.73333333
1373411680,2,5851.9989,657.3745431,11.23333333,8388608,687864,0,1.4,11,26.8
1373411980,2,5851.9989,680.7825387,11.63333333,8388608,905968,0,0.733333333,14.6,35.73333333
1373412280,2,5851.9989,704.1905343,12.03333333,8388608,861228.8,0,0.6,10.93333333,26.66666667
1373412580,2,5851.9989,655.4238768,11.2,8388608,1006630.667,0,0.733333333,12.6,29.8
1373412880,2,5851.9989,708.0918669,12.1,8388608,939522.4,0,0.866666667,12.93333333,32.53333333
1373413180,2,5851.9989,702.239868,12,8388608,956300,0,0.733333333,10.86666667,26.73333333
1373413480,2,5851.9989,647.6212116,11.06666667,8388608,889190.4,0,0.666666667,13.46666667,34.13333333
1373413781,2,5851.9989,721.746531,12.33333333,8388608,805304,0,0.6,12,28.33333333
1373414081,2,5851.9989,653.4732105,11.16666667,8388608,838859.2,0,0.666666667,12.2,28.2
1373414381,2,5851.9989,706.1412006,12.06666667,8388608,933928.8,0,1.4,13.33333333,34.26666667
1373414681,2,5851.9989,704.1905343,12.03333333,8388608,989853.6,0,1.466666667,10.93333333,26.66666667
1373414981,2,5851.9989,647.6212116,11.06666667,8388608,838858.4,0,0.6,13.46666667,34.06666667
1373415281,2,5851.9989,721.746531,12.33333333,8388608,1073739.2,0,0.533333333,11.86666667,28.33333333
1373415581,2,5851.9989,647.6212116,11.06666667,8388608,889190.4,0,0.6,10.93333333,26.73333333
1373415881,2,5851.9989,692.4865365,11.83333333,8388608,855636,0,1,14.6,35.8
1373416181,2,5851.9989,682.733205,11.66666667,8388608,889191.2,0,0.733333333,10.93333333,26.66666667
1373416481,2,5851.9989,663.226542,11.33333333,8388608,738196,0,0.666666667,12.73333333,30.46666667
1373416781,2,5851.9989,717.8451984,12.26666667,8388608,771750.4,0,0.666666667,12.73333333,32
1373417081,2,5851.9989,678.8318724,11.6,8388608,872413.6,0,1.333333333,11,26.73333333
1373417381,2,5851.9989,628.1145486,10.73333333,8388608,788527.4667,0,0.6,12.93333333,31.8
1373417681,2,5851.9989,706.1412006,12.06666667,8388608,956299.2,0,0.6,12.66666667,30.46666667
1373417981,2,5851.9989,688.5852039,11.76666667,8388608,973076.8,0,0.6,10.8,26.73333333
1373418281,2,5851.9989,665.1772083,11.36666667,8388608,973076,0,0.6,14,34.73333333
1373418581,2,5851.9989,710.0425332,12.13333333,8388608,905968.8,0,0.6,11.4,27.66666667
1373418881,2,5851.9989,649.5718779,11.1,8388608,973076.8,0,0.6,11.8,27.26666667
1373419181,2,5851.9989,711.9931995,12.16666667,8388608,827673.6,0,0.6,13.73333333,35.13333333
1373419481,2,5851.9989,719.7958647,12.3,8388608,805304.8,0,0.6,10.86666667,26.73333333
1373419781,2,5851.9989,641.7692127,10.96666667,8388608,939522.4,0,1.466666667,12.66666667,30.46666667
1373420081,2,5851.9989,710.0425332,12.13333333,8388608,822081.6,0,0.666666667,12.8,32.06666667
1373420381,2,5851.9989,678.8318724,11.6,8388608,637532.8,0,0.6,10.86666667,26.73333333
1373420681,2,5851.9989,637.8678801,10.9,8388608,883598.1333,0,0.666666667,13.46666667,34.06666667
1373420981,2,5851.9989,698.3385354,11.93333333,8388608,945114.6667,0,0.6,11.93333333,28.4
1373421281,2,5851.9989,674.9305398,11.53333333,8388608,1023408.8,0,0.666666667,10.86666667,26.66666667
1373421581,2,5851.9989,682.733205,11.66666667,8388608,922745.6,0,0.466666667,14.66666667,35.73333333
1373421881,2,5851.9989,706.1412006,12.06666667,8388608,967484,8.4,3.4,10.8,26.66666667
1373422181,2,5851.9989,647.6212116,11.06666667,8388608,894783.4667,0,1,13,31.73333333
1373422481,2,5851.9989,704.1905343,12.03333333,8388608,827674.4,0,1.333333333,12.46666667,30.8
1373422781,2,5851.9989,682.733205,11.66666667,8388608,766157.8667,0,0.533333333,10.86666667,26.8
1373423081,2,5851.9989,674.9305398,11.53333333,8388608,749380.2667,0,0.533333333,14.46666667,35.66666667
1373423381,2,5851.9989,708.0918669,12.1,8388608,833265.8667,0,0.533333333,10.86666667,26.73333333
1373423681,2,5851.9989,655.4238768,11.2,8388608,699049.0667,0,0.6,12.8,30.8
1373423981,2,5851.9989,704.1905343,12.03333333,8388608,1056962.4,0,0.6,12.8,31.66666667
1373424281,2,5851.9989,696.3878691,11.9,8388608,933929.0667,0,1.4,10.93333333,26.73333333
1373424581,2,5851.9989,647.6212116,11.06666667,8388608,872413.6,0,0.6,13.8,34.46666667
1373424881,2,5851.9989,731.4998625,12.5,8388608,861228.8,0,0.666666667,11.66666667,27.93333333
1373425181,2,5851.9989,655.4238768,11.2,8388608,822082.1333,0,0.6,12.2,28.26666667
1373425481,2,5851.9989,694.4372028,11.86666667,8388608,782935.2,0,0.6,13.26666667,34.06666667
1373425781,2,5851.9989,710.0425332,12.13333333,8388608,766157.8667,0,0.466666667,10.93333333,26.73333333
1373426081,2,5851.9989,643.719879,11,8388608,889190.4,0,0.6,13.33333333,33.86666667
1373426381,2,5851.9989,731.4998625,12.5,8388608,1230327.2,0,0.533333333,11.93333333,28.6
1373426681,2,5851.9989,651.5225442,11.13333333,8388608,1051370.667,0,1.266666667,11.8,27.2
1373426981,2,5851.9989,692.4865365,11.83333333,8388608,956300,0,0.866666667,13.66666667,35.33333333
1373427281,2,5851.9989,717.8451984,12.26666667,8388608,911560,0,0.8,10.93333333,26.73333333
1373427581,2,5851.9989,637.8678801,10.9,8388608,900374.9333,0,0.733333333,13.2,32.86666667
1373427882,2,5851.9989,727.5985299,12.43333333,8388608,1140848,0,0.6,12.2,29.53333333
1373428182,2,5851.9989,672.9798735,11.5,8388608,1029001.067,0,0.533333333,11,26.66666667
1373428482,2,5851.9989,684.6838713,11.7,8388608,827674.1333,0,1.466666667,14.6,35.73333333
1373428782,2,5851.9989,708.0918669,12.1,8388608,827673.8667,0,0.466666667,10.93333333,26.66666667
1373429082,2,5851.9989,632.0158812,10.8,8388608,1051369.867,0,1.8,12.33333333,29.26666667
1373429382,2,5851.9989,690.5358702,11.8,8388608,861228.2667,0,0.533333333,13.2,33.2
1373429682,2,5851.9989,708.0918669,12.1,8388608,766157.3333,0,1.333333333,10.86666667,26.8
1373429982,2,5851.9989,657.3745431,11.23333333,8388608,749380.2667,0,0.666666667,14.06666667,34.86666667
1373430282,2,5851.9989,725.6478636,12.4,8388608,900375.7333,0,0.6,11.4,27.6
1373430582,2,5851.9989,655.4238768,11.2,8388608,805304,0,0.533333333,12.26666667,28.8
1373430882,2,5851.9989,700.2892017,11.96666667,8388608,889190.4,0,0.533333333,13.2,33.6
1373431182,2,5851.9989,715.8945321,12.23333333,8388608,950707.2,0,0.533333333,10.73333333,26.66666667
1373431482,2,5851.9989,649.5718779,11.1,8388608,788527.4667,0,0.533333333,13.86666667,34.53333333
1373431782,2,5851.9989,729.5491962,12.46666667,8388608,883598.1333,0,0.6,11.6,28
1373432082,2,5851.9989,653.4732105,11.16666667,8388608,822081.8667,0,0.733333333,12.2,28.66666667
1373432382,2,5851.9989,690.5358702,11.8,8388608,922744.8,0,0.6,13.13333333,33.73333333
1373432682,2,5851.9989,711.9931995,12.16666667,8388608,844451.7333,0,13.2,10.8,26.73333333
1373432982,2,5851.9989,653.4732105,11.16666667,8388608,671086.6667,0,0.666666667,13.46666667,34.13333333
1373433282,2,5851.9989,727.5985299,12.43333333,8388608,603978.6667,0,1.2,12.06666667,28.4
1373433582,2,5851.9989,663.226542,11.33333333,8388608,933929.0667,0,0.666666667,12.2,28.33333333
1373433882,2,5851.9989,694.4372028,11.86666667,8388608,1140848.8,0,0.6,13.33333333,34
1373434182,2,5851.9989,719.7958647,12.3,8388608,816489.8667,0,0.533333333,10.86666667,26.73333333
1373434482,2,5851.9989,643.719879,11,8388608,810896.8,0,0.933333333,13.53333333,34.13333333
1373434782,2,5851.9989,733.4505288,12.53333333,8388608,727010.9333,0,0.733333333,11.93333333,28.4
1373435082,2,5851.9989,659.3252094,11.26666667,8388608,749381.0667,0,0.6,11.93333333,27.6
1373435382,2,5851.9989,696.3878691,11.9,8388608,883598.1333,0,1.2,13.4,34.86666667
1373435682,2,5851.9989,717.8451984,12.26666667,8388608,777342.6667,0,0.733333333,11.33333333,27
1373435982,2,5851.9989,643.719879,11,8388608,894782.4,0,0.666666667,13.53333333,33.93333333
1373436282,2,5851.9989,951.9251544,16.26666667,8388608,1056962.667,0,25.93333333,44.93333333,88.33333333
1373436582,2,5851.9989,725.6478636,12.4,8388608,1375729.6,0,1.066666667,28.33333333,32.73333333
1373436882,2,5851.9989,737.3518614,12.6,8388608,1263881.6,0,0.733333333,13.73333333,34.06666667
1373437182,2,5851.9989,721.746531,12.33333333,8388608,1096109.067,0,0.666666667,10.86666667,26.86666667
1373437482,2,5851.9989,651.5225442,11.13333333,8388608,1001038.667,0,0.6,13,32.13333333
1373437782,2,5851.9989,719.7958647,12.3,8388608,1185587.467,0,0.8,12.86666667,31.6
1373438082,2,5851.9989,875.8491687,14.96666667,8388608,1129663.2,0,0.666666667,24.4,74.8
1373438382,2,5851.9989,766.6118559,13.1,8388608,1493169.067,0,0.8,25.93333333,76.93333333
1373438682,2,5851.9989,710.0425332,12.13333333,8388608,1101701.6,0,0.733333333,28.73333333,36.26666667
1373438982,2,5851.9989,729.5491962,12.46666667,8388608,1073739.2,0,0.933333333,10.8,26.8
1373439282,2,5851.9989,661.2758757,11.3,8388608,1062555.2,0,2.133333333,13.06666667,32.2
1373439582,2,5851.9989,723.6971973,12.36666667,8388608,1084924.533,0,0.666666667,12.4,30.33333333
1373439883,2,5851.9989,698.3385354,11.93333333,8388608,1258289.6,0,0.733333333,11.13333333,27.93333333
1373440183,2,5851.9989,680.7825387,11.63333333,8388608,1062555.2,0,1,14.53333333,35.53333333
1373440483,2,5851.9989,715.8945321,12.23333333,8388608,1017816.267,0,0.733333333,11.13333333,26.93333333
1373440783,2,5851.9989,665.1772083,11.36666667,8388608,945114.4,0,1.4,12.46666667,29.8
1373441083,2,5851.9989,704.1905343,12.03333333,8388608,1023407.733,0,0.666666667,13,32.8
1373441383,2,5851.9989,717.8451984,12.26666667,8388608,1051370.4,0,0.666666667,10.86666667,26.8
1373441683,2,5851.9989,711.9931995,12.16666667,8388608,1056962.4,0,0.8,14.8,37.8
1373441983,2,5851.9989,737.3518614,12.6,8388608,1174403.2,0,0.733333333,11.66666667,28
1373442283,2,5851.9989,669.0785409,11.43333333,8388608,995446.6667,0,0.733333333,11.93333333,27.6
1373442583,2,5851.9989,708.0918669,12.1,8388608,1146440.8,0,0.666666667,13.6,35
1373442883,2,5851.9989,715.8945321,12.23333333,8388608,1090516.8,0,0.666666667,10.8,26.73333333
1373443183,2,5851.9989,649.5718779,11.1,8388608,1090516.8,0,0.666666667,13,32.4
1373443483,2,5851.9989,1199.659775,20.5,8388608,1543501.6,0,94.86666667,148.9333333,197.7333333
1373443783,2,5851.9989,1560.53304,26.66666667,8388608,1834307.733,0,74.2,158,195.9333333
1373444083,2,5851.9989,961.6784859,16.43333333,8388608,1605017.6,0,0.733333333,19,44.86666667
1373444383,2,5851.9989,895.3558317,15.3,8388608,1537909.067,0,0.666666667,15.13333333,32.2
1373444683,2,5851.9989,951.9251544,16.26666667,8388608,1336582.933,0,0.733333333,17.66666667,42.2
1373444983,2,5851.9989,1024.099807,17.5,8388608,1297435.467,0,0.666666667,32.6,42.8
1373445283,2,5851.9989,856.3425057,14.63333333,8388608,1370136.533,0,0.733333333,13.93333333,31.26666667
1373445583,2,5851.9989,854.3918394,14.6,8388608,1179995.467,0,0.733333333,13.53333333,30.66666667
1373445883,2,5851.9989,928.5171588,15.86666667,8388608,1258289.6,0,1.733333333,16.13333333,38.4
1373446183,2,5851.9989,1022.149141,17.46666667,8388608,1045778.133,0,0.8,34.66666667,49.8
1373446483,2,5851.9989,1306.946421,22.33333333,8388608,1705681.867,0,0.8,37.93333333,59.4
1373446783,2,5851.9989,934.3691577,15.96666667,8388608,1526723.733,0,0.533333333,16.26666667,39.26666667
1373447083,2,5851.9989,1464.950391,25.03333333,8388608,1470801.067,0,140.2666667,224.6666667,282.8666667
1373447383,2,5851.9989,1162.597115,19.86666667,8388608,2248144.8,0,1.666666667,32.66666667,45.26666667
1373447683,2,5851.9989,940.2211566,16.06666667,8388608,1560278.4,0,0.666666667,16.26666667,34.86666667
1373447983,2,5851.9989,1180.153112,20.16666667,8388608,1358952.267,0,0.666666667,16.33333333,36.53333333
1373448283,2,5851.9989,912.9118284,15.6,8388608,1375729.333,0,0.8,15.2,33.53333333
